Codes,Picture,Family,Gruppo Prodotto,Product Name,Description EN,Description IT,Description ES,Description DE,Description FR,Description PT,EAN,Launch Date,"BOM without labor cost 
(lotti da 500 pz)",Purchases shipp. and cust.,"Labour Cost 
(24 €/h)",Production Cost,% Annual Fail rate,1 year backend cost,% Markup,Radice,1-PHASE,3-PHASE,TYPE 1,TYPE 2,CABLE 5 m,CABLE 7 m,SOCKET,ISO 15-118,LCD screen,RFID,RCBO (P),POP + SPD,MID,SCHUKO ,Status
SS05IT32MMP,,AC Chargers,Stilo Pro,Stilo Pro S,"Stilo Pro S monofase 32 A, 7,4 kW, socket tipo 2, display LCD 4,3'' a colori, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, inox AISI304, bobina di sgancio integrata, protezione magnetotermica differenziale integrata, misuratore MID",,,,,,,TBD,#REF!,"€ 4,58","€ 63,90",#REF!,"1,5%","€ 3,00","36,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Inactive
SS05IT32TM,,AC Chargers,Stilo Pro,Stilo Pro S,"Stilo Pro S three-phase 32 A, 22 kW, Type 2 socket, 4.3'' colour LCD display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, AISI 304 stainless steel, integrated shunt trip coil, MID meter.","Stilo Pro S trifase 32 A, 22 kW, socket tipo 2, display LCD 4,3'' a colori, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, inox AISI304, bobina di sgancio integrata, misuratore MID","Stilo Pro S trifásico 32 A, 22 kW, toma tipo 2, pantalla LCD a color de 4,3'', ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet y compatibilidad con módem USB 4G, lector RFID, acero inoxidable AISI 304, contador MID","Stilo Pro S dreiphasig 32 A, 22 kW, Typ-2-Steckdose, 4,3"" Farb-LCD-Display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet und Kompatibilität mit 4G-USB-Modem, RFID-Leser, Edelstahl AISI 304, integrierte Auslösespule, MID-Zähler","Stilo Pro S triphasé 32 A, 22 kW, prise type 2, écran LCD couleur 4,3"", ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet et compatibilité avec modem USB 4G, lecteur RFID, inox AISI 304, compteur MID","Stilo Pro S trifásico 32 A, 22 kW, tomada tipo 2, display LCD colorido de 4,3'', ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet e compatibilidade com modem USB 4G, leitor RFID, aço inoxidável AISI 304, contador MID",,May 2026,"€ 661,38","€ 4,58","€ 63,90","€ 729,85","1,5%","€ 3,00",36%,Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS05IT32MMR,,AC Chargers,Stilo Pro,Stilo Pro S,"Stilo Pro S monofase 32 A, 7,4 kW, socket tipo 2, display LCD 4,3'' a colori, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, inox AISI304, bobina di sgancio integrata, protezione magnetotermica differenziale e di sovratensione permanente e transitoria integrate, misuratore MID",,,,,,,TBD,#REF!,"€ 4,58","€ 63,90",#REF!,"1,5%","€ 3,00","36,0%",Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Inactive
SS05IT32TMR,,AC Chargers,Stilo Pro,Stilo Pro S,"Stilo Pro S three-phase 32 A, 22 kW, Type 2 socket, 4.3'' colour LCD display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, AISI 304 stainless steel, integrated shunt trip coil, integrated thermal-magnetic residual current protection and permanent and transient overvoltage protection, MID meter.","Stilo Pro S trifase 32 A, 22 kW, socket tipo 2, display LCD 4,3'' a colori, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet e compatibilità con modem 4G USB, lettore RFID, inox AISI304, bobina di sgancio integrata, protezione magnetotermica differenziale e di sovratensione permanente e transitoria integrate, misuratore MID","Stilo Pro S trifásico 32 A, 22 kW, toma tipo 2, pantalla LCD a color de 4,3'', ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet y compatibilidad con módem USB 4G, lector RFID, acero inoxidable AISI 304, protección magnetotérmica diferencial y protección contra sobretensiones permanentes y transitorias integradas, contador MID","Stilo Pro S dreiphasig 32 A, 22 kW, Typ-2-Steckdose, 4,3"" Farb-LCD-Display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet und Kompatibilität mit 4G-USB-Modem, RFID-Leser, Edelstahl AISI 304, integrierte Auslösespule, integrierter RCBO-Schutz sowie permanenter und transienter Überspannungsschutz, MID-Zähler","Stilo Pro S triphasé 32 A, 22 kW, prise type 2, écran LCD couleur 4,3"", ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet et compatibilité avec modem USB 4G, lecteur RFID, inox AISI 304, RCBO intégré et protection contre les surtensions permanentes et transitoires, compteur MID","Stilo Pro S trifásico 32 A, 22 kW, tomada tipo 2, display LCD colorido de 4,3'', ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet e compatibilidade com modem USB 4G, leitor RFID, aço inoxidável AISI 304, proteção magnetotérmica diferencial e proteção contra sobretensões permanentes e transitórias integradas, contador MID",,May 2026,"€ 678,91","€ 4,58","€ 63,90","€ 747,38","1,5%","€ 3,00",36%,Italy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS04FR32MC,,AC Chargers,Stilo,Stilo S ,"Stilo Pro S single-phase 32 A, 7.4 kW, Type 2 socket, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, AISI 304 stainless steel.","Stilo Pro S monofase 32 A, 7,4 kW, presa di tipo 2, display monocromatico, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi ed Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304.",,,"Stilo Pro S monophasée 32 A, 7,4 kW, prise type 2, écran monochrome, compatible ISO 15118-20 V2G, Bluetooth, WiFi, Ethernet et compatibilité avec modem 4G USB, lecteur RFID, inox AISI304",,,March 2026,"€ 522,88","€ 4,58","€ 63,90","€ 591,36","1,0%","€ 3,00",34%,France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS04FR32TC,,AC Chargers,Stilo,Stilo S ,"Stilo Pro S three-phase 32 A, 22 kW, Type 2 socket, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, AISI 304 stainless steel.","Stilo Pro S trifase 32 A, 22 kW, presa di tipo 2, display monocromatico, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi ed Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304.",,,"Stilo Pro S triphasé 32 A, 22 kW, prise de type 2, écran monochrome, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet et compatibilité avec modem 4G USB, lecteur RFID, acier inoxydable AISI304",,,March 2026,"€ 542,48","€ 4,58","€ 63,90","€ 610,95","1,0%","€ 3,00",34%,France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS04FR32MCR,,AC Chargers,Stilo,Stilo S ,"Stilo Pro S single-phase 32 A, 7.4 kW, Type 2 socket, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, AISI 304 stainless steel, integrated thermal-magnetic residual current protection and permanent and transient overvoltage protection.","Stilo Pro S monofase 32 A, 7,4 kW, presa di tipo 2, display monocromatico, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi ed Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304, protezione magnetotermica differenziale integrata e protezione contro le sovratensioni permanenti e transitorie.",,,"Stilo Pro S monophasé 32 A, 7,4 kW, prise de type 2, écran monochrome, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet et compatibilité avec modem 4G USB, lecteur RFID, inox AISI304, protection magnétothermique différentielle et contre les surtensions permanentes et transitoires intégrées",,,March 2026,"€ 534,28","€ 4,58","€ 63,90","€ 602,76","1,0%","€ 3,00",34%,France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS04FR32TCR,,AC Chargers,Stilo,Stilo S ,"Stilo Pro S three-phase 32 A, 22 kW, Type 2 socket, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, AISI 304 stainless steel, integrated thermal-magnetic residual current protection and permanent and transient overvoltage protection.","Stilo Pro S trifase 32 A, 22 kW, presa di tipo 2, display monocromatico, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi ed Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304, protezione magnetotermica differenziale integrata e protezione contro le sovratensioni permanenti e transitorie.",,,"Stilo Pro S triphasé 32 A, 22 kW, prise type 2, écran monochrome, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet et compatibilité avec modem 4G USB, lecteur RFID, inox AISI304, protection magnétothermique différentielle et contre les surtensions permanentes et transitoires intégrées",,,March 2026,"€ 560,01","€ 4,58","€ 63,90","€ 628,48","1,0%","€ 3,00",34%,France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS04FR32MMP,,AC Chargers,Stilo,Stilo S ," Stilo Pro S monophasée 32 A, 7,4 kW, prise de type 2, écran monochrome, compatible ISO 15118-20 V2G, Bluetooth, WiFi, Ethernet et compatible avec modem 4G USB, lecteur RFID, acier inoxydable AISI304, protection magnétothermique différentielle intégrée, compteur MID.",,,,,,,March 2026,#REF!,"€ 4,58","€ 63,90",#REF!,"1,0%","€ 3,00","35,0%",France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Inactive
SS04FR32TM,,AC Chargers,Stilo,Stilo S ,"Stilo Pro S three-phase 32 A, 22 kW, Type 2 socket, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, AISI 304 stainless steel, MID meter.","Stilo Pro S trifase 32 A, 22 kW, presa di tipo 2, display monocromatico, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi ed Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304, contatore MID.",,,"Stilo Pro S triphasé 32 A, 22 kW, prise type 2, écran monochrome, compatible ISO 15118-20 V2G, Bluetooth, WiFi, Ethernet et compatibilité avec modem 4G USB, lecteur RFID, inox AISI304, compteur MID",,,March 2026,"€ 591,48","€ 4,58","€ 63,90","€ 659,95","1,0%","€ 3,00",34%,France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS04FR32MMR,,AC Chargers,Stilo,Stilo S ,"Stilo Pro S monophasé 32 A, 7,4 kW, prise type 2, écran monochrome, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet et compatibilité avec modem 4G USB, lecteur RFID, acier inoxydable AISI304, protection magnétothermique différentielle et contre les surtensions permanentes et transitoires intégrées, compteur MID.",,,,,,,March 2026,#REF!,"€ 4,58","€ 63,90",#REF!,"1,0%","€ 3,00","35,0%",France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Inactive
SS04FR32TMR,,AC Chargers,Stilo,Stilo S ,"Stilo Pro S three-phase 32 A, 22 kW, Type 2 socket, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, AISI 304 stainless steel, integrated thermal-magnetic residual current protection and permanent and transient overvoltage protection, MID meter.","Stilo Pro S trifase 32 A, 22 kW, presa di tipo 2, display monocromatico, ISO 15118-20 V2G ready, connettività Bluetooth, WiFi ed Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304, protezione magnetotermica differenziale integrata e protezione contro le sovratensioni permanenti e transitorie, contatore MID.",,," Stilo Pro S triphasée 32 A, 22 kW, prise type 2, écran monochrome, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet et compatibilité avec modem 4G USB, lecteur RFID, inox AISI304, protection magnétothermique différentielle et contre les surtensions permanentes et transitoires intégrées, compteur MID",,,March 2026,"€ 609,01","€ 4,58","€ 63,90","€ 677,48","1,0%","€ 3,00",34%,France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS05FR32MC,,AC Chargers,Stilo Pro,Stilo Pro S,"Stilo Pro S single-phase 32 A, 7.4 kW, Type 2 socket, 4.3'' colour LCD display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, AISI 304 stainless steel.","Stilo Pro S monofase 32 A, 7,4 kW, presa di tipo 2, display LCD a colori da 4,3'', ISO 15118-20 V2G ready, connettività Bluetooth, WiFi ed Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304.",,,"Stilo Pro S monophasé 32 A, 7,4 kW, prise type 2, écran LCD couleur 4,3'', compatible ISO 15118-20 V2G, Bluetooth, WiFi, Ethernet et compatibilité avec modem 4G USB, lecteur RFID, inox AISI304",,,May 2026,"€ 577,88","€ 4,58","€ 63,90","€ 646,36","1,0%","€ 3,00",36%,France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS05FR32TC,,AC Chargers,Stilo Pro,Stilo Pro S,"Stilo Pro S three-phase 32 A, 22 kW, Type 2 socket, 4.3'' colour LCD display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, AISI 304 stainless steel.","Stilo Pro S trifase 32 A, 22 kW, presa di tipo 2, display LCD a colori da 4,3'', ISO 15118-20 V2G ready, connettività Bluetooth, WiFi ed Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304.",,,"Stilo Pro S triphasée 32 A, 22 kW, prise type 2, écran LCD couleur 4,3'', compatible ISO 15118-20 V2G, Bluetooth, WiFi, Ethernet et compatibilité avec modem 4G USB, lecteur RFID, acier inoxydable AISI304",,,May 2026,"€ 597,48","€ 4,58","€ 63,90","€ 665,95","1,0%","€ 3,00",36%,France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS05FR32MCR,,AC Chargers,Stilo Pro,Stilo Pro S,"Stilo Pro S single-phase 32 A, 7.4 kW, Type 2 socket, 4.3'' colour LCD display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, AISI 304 stainless steel, integrated thermal-magnetic residual current protection and permanent and transient overvoltage protection.","Stilo Pro S monofase 32 A, 7,4 kW, presa di tipo 2, display LCD a colori da 4,3'', ISO 15118-20 V2G ready, connettività Bluetooth, WiFi ed Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304, protezione magnetotermica differenziale integrata e protezione contro le sovratensioni permanenti e transitorie.",,,"Stilo Pro S monophasé 32 A, 7,4 kW, prise de type 2, écran LCD couleur 4,3'', prêt pour ISO 15118-20 V2G, Bluetooth, WiFi, Ethernet et compatibilité avec modem 4G USB, lecteur RFID, acier inoxydable AISI304, protection magnétothermique différentielle et contre les surtensions permanentes et transitoires intégrées",,,May 2026,"€ 589,28","€ 4,58","€ 63,90","€ 657,76","1,0%","€ 3,00",36%,France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS05FR32TCR,,AC Chargers,Stilo Pro,Stilo Pro S,"Stilo Pro S three-phase 32 A, 22 kW, Type 2 socket, 4.3'' colour LCD display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, AISI 304 stainless steel, integrated thermal-magnetic residual current protection and permanent and transient overvoltage protection.","Stilo Pro S trifase 32 A, 22 kW, presa di tipo 2, display LCD a colori da 4,3'', ISO 15118-20 V2G ready, connettività Bluetooth, WiFi ed Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304, protezione magnetotermica differenziale integrata e protezione contro le sovratensioni permanenti e transitorie.",,,"Stilo Pro S triphasé 32 A, 22 kW, prise de type 2, écran LCD couleur 4,3'', compatible ISO 15118-20 V2G, Bluetooth, WiFi, Ethernet et compatibilité avec modem 4G USB, lecteur RFID, inox AISI304, protection magnétothermique différentielle et contre les surtensions permanentes et transitoires intégrées",,,May 2026,"€ 615,01","€ 4,58","€ 63,90","€ 683,48","1,0%","€ 3,00",36%,France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS05FR32MMP,,AC Chargers,Stilo Pro,Stilo Pro S,"Stilo Pro S monophasé 32 A, 7,4 kW, prise type 2, écran LCD couleur 4,3'', compatible ISO 15118-20 V2G, Bluetooth, WiFi, Ethernet et compatibilité avec modem 4G USB, lecteur RFID, inox AISI304, protection magnétothermique différentielle intégrée, compteur MID",,,,,,,TBD,#REF!,"€ 4,58","€ 63,90",#REF!,"1,0%","€ 3,00","35,0%",France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Inactive
SS05FR32TM,,AC Chargers,Stilo Pro,Stilo Pro S,"Stilo Pro S three-phase 32 A, 22 kW, Type 2 socket, 4.3'' colour LCD display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, AISI 304 stainless steel, MID meter.","Stilo Pro S trifase 32 A, 22 kW, presa di tipo 2, display LCD a colori da 4,3'', ISO 15118-20 V2G ready, connettività Bluetooth, WiFi ed Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304, contatore MID.",,,"Stilo Pro S triphasé 32 A, 22 kW, prise type 2, écran LCD couleur 4,3'', compatible ISO 15118-20 V2G, Bluetooth, WiFi, Ethernet et compatibilité avec modem 4G USB, lecteur RFID, acier inoxydable AISI304, compteur MID",,,May 2026,"€ 646,48","€ 4,58","€ 63,90","€ 714,95","1,0%","€ 3,00",36%,France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS05FR32MMR,,AC Chargers,Stilo Pro,Stilo Pro S,"Stilo Pro S monophasé 32 A, 7,4 kW, prise de type 2, écran LCD couleur 4,3'', compatible ISO 15118-20 V2G, Bluetooth, WiFi, Ethernet et compatibilité avec modem 4G USB, lecteur RFID, inox AISI304, protection magnétothermique différentielle et de surtension permanente et transitoire intégrée, compteur MID",,,,,,,TBD,#REF!,"€ 4,58","€ 63,90",#REF!,"1,0%","€ 3,00","35,0%",France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Inactive
SS05FR32TMR,,AC Chargers,Stilo Pro,Stilo Pro S,"Stilo Pro S three-phase 32 A, 22 kW, Type 2 socket, 4.3'' colour LCD display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet connectivity and USB 4G modem compatibility, RFID reader, AISI 304 stainless steel, integrated thermal-magnetic residual current protection and permanent and transient overvoltage protection, MID meter.","Stilo Pro S trifase 32 A, 22 kW, presa di tipo 2, display LCD a colori da 4,3'', ISO 15118-20 V2G ready, connettività Bluetooth, WiFi ed Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304, protezione magnetotermica differenziale integrata e protezione contro le sovratensioni permanenti e transitorie, contatore MID.",,,"Stilo Pro S triphasé 32 A, 22 kW, prise type 2, écran LCD couleur 4,3'', compatible ISO 15118-20 V2G, Bluetooth, WiFi, Ethernet et compatibilité avec modem 4G USB, lecteur RFID, inox AISI304, protection magnétothermique différentielle et contre les surtensions permanentes et transitoires intégrées, compteur MID",,,May 2026,"€ 664,01","€ 4,58","€ 63,90","€ 732,48","1,0%","€ 3,00",36%,France,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS04AB32MC,,AC Chargers,Stilo,Stilo S ,"Stilo S single-phase 32 A, 7.4 kW, type 2 socket, monochromatic display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet and compatibility with 4G USB modem, RFID reader, AISI304 stainless steel","Stilo S monofase 32 A, 7,4 kW, presa di tipo 2, display monocromatico, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304.",,,,,,March 2026,"€ 517,13","€ 4,58","€ 63,90","€ 585,61","1,5%","€ 3,00",34%,Abroad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS04AB32TC,,AC Chargers,Stilo,Stilo S ,"Stilo S three-phase 32 A, 22 kW, socket type 2, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet and compatibility with 4G USB modem, RFID reader, AISI304 stainless steel","Stilo S trifase 32 A, 22 kW, presa di tipo 2, display monocromatico, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304.",,,,,,March 2026,"€ 557,38","€ 4,58","€ 63,90","€ 625,85","1,5%","€ 3,00",34%,Abroad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS04AB32MCR,,AC Chargers,Stilo,Stilo S ,"Stilo S single-phase 32 A, 7.4 kW, Type 2 socket, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet and compatibility with 4G USB modem, RFID reader, AISI304 stainless steel, integrated differential magnetothermic and permanent and transient overvoltage protection","Stilo S monofase 32 A, 7,4 kW, presa di tipo 2, display monocromatico, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304, protezione magnetotermica differenziale integrata e protezione contro le sovratensioni permanenti e transitorie.",,,,,,March 2026,"€ 528,53","€ 4,58","€ 63,90","€ 597,01","1,5%","€ 3,00",34%,Abroad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS04AB32TCR,,AC Chargers,Stilo,Stilo S ,"Stilo S three-phase 32 A, 22 kW, type 2 socket, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet and compatibility with 4G USB modem, RFID reader, AISI304 stainless steel, integrated differential magnetothermal and permanent and transient overvoltage protection","Stilo S trifase 32 A, 22 kW, presa di tipo 2, display monocromatico, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304, protezione magnetotermica differenziale integrata e protezione contro le sovratensioni permanenti e transitorie.",,,,,,March 2026,"€ 574,91","€ 4,58","€ 63,90","€ 643,38","1,5%","€ 3,00",34%,Abroad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS04AB32MMP,,AC Chargers,Stilo,Stilo S ,"Stilo S single-phase 32 A, 7.4 kW, type 2 socket, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet and compatibility with 4G USB modem, RFID reader, AISI304 stainless steel, integrated differential magnetothermal protection, MID meter",,,,,,,March 2026,"€ 545,72","€ 4,58","€ 63,90","€ 614,20","1,0%","€ 3,00","35,0%",Abroad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Inactive
SS04AB32TM,,AC Chargers,Stilo,Stilo S ,"Stilo S three-phase 32 A, 22 kW, type 2 socket, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet and compatibility with 4G USB modem, RFID reader, stainless steel AISI304, MID meter","Stilo S trifase 32 A, 22 kW, presa di tipo 2, display monocromatico, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304, contatore MID.",,,,,,March 2026,"€ 606,38","€ 4,58","€ 63,90","€ 674,85","1,5%","€ 3,00",34%,Abroad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
SS04AB32MMR,,AC Chargers,Stilo,Stilo S ,"Stilo S single-phase 32 A, 7.4 kW, Type 2 socket, monochromatic display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet and compatibility with 4G USB modem, RFID reader, AISI304 stainless steel, integrated differential magnetothermic and permanent and transient overvoltage protection, MID meter",,,,,,,March 2026,"€ 557,12","€ 4,58","€ 63,90","€ 625,60","1,0%","€ 3,00","35,0%",Abroad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Inactive
SS04AB32TMR,,AC Chargers,Stilo,Stilo S ,"Stilo S three-phase 32 A, 22 kW, type 2 socket, monochrome display, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet and compatibility with 4G USB modem, RFID reader, AISI304 stainless steel, integrated differential magnetothermal and permanent and transient overvoltage protection, MID meter","Stilo S trifase 32 A, 22 kW, presa di tipo 2, display monocromatico, ISO 15118-20 V2G ready, Bluetooth, WiFi, Ethernet e compatibilità con modem USB 4G, lettore RFID, acciaio inox AISI 304, protezione magnetotermica differenziale integrata e protezione contro le sovratensioni permanenti e transitorie, contatore MID.",,,,,,March 2026,"€ 623,91","€ 4,58","€ 63,90","€ 692,38","1,5%","€ 3,00",34%,Abroad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Active
